message_id,image_path,detected_object_class,confidence_score
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,person,0.3712385892868042
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,person,0.3368573486804962
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,person,0.31662464141845703
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,person,0.30755338072776794
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,person,0.3011355996131897
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,tie,0.27374330163002014
171049,data/raw/telegram_images\2025-06-21\tikvahpharma\171049.jpg,person,0.27321282029151917
171113,data/raw/telegram_images\2025-06-22\tikvahpharma\171113.jpg,person,0.48704302310943604
18232,data/raw/telegram_images\2025-06-23\lobelia4cosmetics\18232.jpg,cup,0.39085131883621216
18239,data/raw/telegram_images\2025-06-23\lobelia4cosmetics\18239.jpg,bottle,0.7078443765640259
171136,data/raw/telegram_images\2025-06-23\tikvahpharma\171136.jpg,tv,0.8231649398803711
171136,data/raw/telegram_images\2025-06-23\tikvahpharma\171136.jpg,cell phone,0.257334440946579
171138,data/raw/telegram_images\2025-06-23\tikvahpharma\171138.jpg,bottle,0.6057816743850708
171138,data/raw/telegram_images\2025-06-23\tikvahpharma\171138.jpg,tv,0.4254629611968994
171138,data/raw/telegram_images\2025-06-23\tikvahpharma\171138.jpg,bottle,0.29810619354248047
171173,data/raw/telegram_images\2025-06-23\tikvahpharma\171173.jpg,airplane,0.38502904772758484
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.9257988929748535
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.8916673064231873
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.8866296410560608
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.8827782273292542
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.8813355565071106
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.8201895356178284
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.8078837990760803
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.7654637098312378
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.6999487280845642
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,bottle,0.5975106954574585
171193,data/raw/telegram_images\2025-06-23\tikvahpharma\171193.jpg,vase,0.4166693687438965
18249,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18249.jpg,bottle,0.3064354658126831
18249,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18249.jpg,book,0.26738953590393066
18255,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18255.jpg,cup,0.5137895941734314
18255,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18255.jpg,donut,0.2805691957473755
18259,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18259.jpg,toothbrush,0.5913058519363403
18259,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18259.jpg,toothbrush,0.47699815034866333
18259,data/raw/telegram_images\2025-06-24\lobelia4cosmetics\18259.jpg,toothbrush,0.3156422972679138
171265,data/raw/telegram_images\2025-06-24\tikvahpharma\171265.jpg,cell phone,0.5374600291252136
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.9681564569473267
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.9119041562080383
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.894936740398407
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.8777027726173401
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.8402061462402344
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.8391118049621582
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,refrigerator,0.7787736058235168
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,bottle,0.7487467527389526
171282,data/raw/telegram_images\2025-06-24\tikvahpharma\171282.jpg,refrigerator,0.34841668605804443
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,bottle,0.8505218029022217
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,person,0.8314197659492493
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,person,0.8144717812538147
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,bottle,0.7632094025611877
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,bottle,0.7580558657646179
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,person,0.7047354578971863
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,person,0.6787837743759155
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,bottle,0.581831157207489
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.5779000520706177
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,person,0.48545387387275696
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,laptop,0.44575196504592896
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,cell phone,0.4305245876312256
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.4186016619205475
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.4028379023075104
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,person,0.3854975998401642
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.35568076372146606
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.2907284200191498
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,dining table,0.2763341963291168
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.2754335105419159
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.2749212086200714
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,bottle,0.2603079676628113
171319,data/raw/telegram_images\2025-06-24\tikvahpharma\171319.jpg,chair,0.2517380714416504
171325,data/raw/telegram_images\2025-06-24\tikvahpharma\171325.jpg,boat,0.8216089010238647
171371,data/raw/telegram_images\2025-06-25\tikvahpharma\171371.jpg,cell phone,0.5574536919593811
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,chair,0.39291492104530334
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,bottle,0.387952595949173
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,bottle,0.37831979990005493
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,bottle,0.3717114329338074
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,bottle,0.2762865424156189
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,bottle,0.2744016647338867
171375,data/raw/telegram_images\2025-06-25\tikvahpharma\171375.jpg,dining table,0.25618451833724976
171415,data/raw/telegram_images\2025-06-25\tikvahpharma\171415.jpg,airplane,0.7786599397659302
171420,data/raw/telegram_images\2025-06-25\tikvahpharma\171420.jpg,bottle,0.7271953225135803
171420,data/raw/telegram_images\2025-06-25\tikvahpharma\171420.jpg,bottle,0.7232507467269897
171420,data/raw/telegram_images\2025-06-25\tikvahpharma\171420.jpg,bottle,0.688587486743927
171420,data/raw/telegram_images\2025-06-25\tikvahpharma\171420.jpg,bottle,0.5792950391769409
171420,data/raw/telegram_images\2025-06-25\tikvahpharma\171420.jpg,book,0.2702830135822296
18265,data/raw/telegram_images\2025-06-26\lobelia4cosmetics\18265.jpg,person,0.546491801738739
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.9012131094932556
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.7658035755157471
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.7249544262886047
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.6497585773468018
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.6487557888031006
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.6146662831306458
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.6024278402328491
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.5487346649169922
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,bottle,0.5381238460540771
171461,data/raw/telegram_images\2025-06-26\tikvahpharma\171461.jpg,person,0.5082100629806519
